"s_x1","s_x2","s_x3","s_x4","s_x5","s_x6","s_x7","s_x8","s_x9","s_x10","s_x11","s_x12","s_x13","s_x14","s_x15","s_y","s_y2",
0.16062,0.22404,-0.10195,-0.10195,0.061591,,62.5926,-0.1331,616.8141,616.9311,616.9873,617.0165,616.8579,615.8783,614.8035,,,
0.055074,0.21578,0.16216,-0.048544,0.14429,,64.8084,-0.0044621,617.1061,617.0691,617.0751,617.0807,616.8905,615.9141,614.8418,,,
-0.41607,-0.36122,-0.13799,-0.46441,-0.27237,,44.7653,-0.25148,616.444,616.7147,616.8307,616.8939,616.8211,615.8984,614.8454,,,
0.13981,-0.27684,0.0016235,-0.32525,-0.13294,,38.0567,-0.28265,616.2894,616.5811,616.7244,616.8069,616.7881,615.9,614.8605,,,
-0.0081171,0.13168,-0.069764,-0.33173,-0.14105,,35.823,-0.2924,616.1696,616.4627,616.6251,616.7234,616.7545,615.9006,614.8746,,,
-0.0016236,-0.0097406,-0.23164,-0.33334,-0.14267,,35.6846,-0.28243,616.0864,616.3641,616.5369,616.6469,616.7217,615.901,614.8885,,,
0.04546,0.043836,-0.24122,-0.079456,-0.097276,,38.0826,-0.22298,616.1243,616.3342,616.4948,616.6043,616.7013,615.9069,614.9059,,,
0.20286,0.24841,0.37879,0.24027,-0.0097164,,46.9178,-0.011303,616.5662,616.5371,616.6142,616.6849,616.7306,615.9375,614.9396,,,
0.059924,0.2629,0.29871,0.30034,-0.016183,,49.1228,0.17239,616.9841,616.7704,616.7649,616.793,616.7734,615.9748,614.9777,,,
-0.072837,-0.012957,0.23379,0.16387,-0.027529,,46.813,0.22385,617.1127,616.8794,616.8406,616.8479,616.7968,616.0024,615.0094,,,
0.051833,-0.021042,0.28737,0.055074,0.02267,,55.814,0.28752,617.3052,617.0268,616.9468,616.9281,616.8318,616.0358,615.0449,,,
0.046949,0.098806,0.28887,0.046949,0.06801,,62.3011,0.351,617.5301,617.2001,617.0759,617.0283,616.8768,616.0743,615.0838,,,
-0.043691,0.0032379,0.042109,0.42106,0.14429,,60.3081,0.33877,617.5901,617.2928,617.1552,617.0932,616.9095,616.1067,615.1186,,,
-0.053423,-0.097091,-0.071218,0.22728,0.10215,,56.0859,0.2713,617.52,617.3086,617.1833,617.1205,616.9279,616.1319,615.1485,,,
0,-0.053423,0.0016198,0.23542,0.2224,,50.203,0.21424,617.4734,617.3216,617.2079,617.1452,616.9457,616.1566,615.1781,,,
2.624,2.624,2.5725,2.8673,2.8522,,84.172,2.2339,622.8422,620.2777,619.2544,618.7105,617.598,616.5016,615.4218,,,
-0.069447,2.5527,2.4532,2.7491,2.7841,,92.661,3.3204,626.2748,622.6163,620.9901,620.0847,618.2075,616.8311,615.6565,,,
-0.23691,-0.3062,2.2551,2.2982,2.5406,,85.9835,3.6222,628.0632,624.257,622.3213,621.1852,618.7342,617.1244,615.8682,,,
-0.0047495,-0.24165,2.3049,2.232,2.5358,,86.0626,3.5957,629.2455,625.5939,623.4824,622.178,619.2392,617.4112,616.0767,,,
0.0047498,0,2.3098,2.3114,2.2485,,86.1213,3.3642,630.0437,626.6932,624.5021,623.0792,619.7255,617.693,616.2828,,,
0,0.0047498,-0.3062,2.2584,2.2104,,85.9404,3.005,630.5758,627.5926,625.3943,623.8945,620.1927,617.9691,616.4862,,,
0.15357,0.15357,-0.08371,2.3674,2.3657,,85.7547,2.7015,631.2538,628.5049,626.2963,624.7245,620.6797,618.2591,616.6998,,,
0.066392,0.22006,0.22006,2.4801,2.4337,,85.7882,2.3724,631.8459,629.3276,627.138,625.5155,621.164,618.5515,616.9161,,,
0.15323,0.21972,0.3784,2.692,2.5907,,88.1948,2.1093,632.5639,630.1771,627.9958,626.3236,621.6674,618.8575,617.1424,,,
0.055205,0.20852,0.42904,2.7487,2.649,,88.211,1.8175,633.1593,630.9358,628.79,627.088,622.1647,619.1642,617.3703,,,
-0.080397,-0.025237,0.3483,0.041037,2.5664,,86.0127,1.4091,633.3862,631.4639,629.4213,627.7311,622.6226,619.4549,617.5884,,,
-0.16092,-0.24119,0.033196,-0.050542,2.6156,,83.1796,0.88061,633.1975,631.7104,629.8461,628.2157,623.0225,619.7195,617.7902,,,
0.35871,0.19721,0.32542,0.5462,3.104,,85.8357,0.72255,633.8283,632.3249,630.5016,628.8704,623.4957,620.0239,618.0193,,,
0.12754,0.48671,0.29968,0.67922,3.2355,,86.2853,0.61695,634.5189,632.9749,631.1764,629.5399,623.9822,620.3383,618.2561,,,
0.014153,0.14171,0.25853,0.68868,3.1848,,62.8055,0.45646,635.0092,633.5231,631.7781,630.1542,624.4531,620.6482,618.491,,,
0.50787,0.52209,0.84879,1.2001,3.5426,,74.918,0.66971,636.4128,634.5589,632.7083,631.0176,625.0322,621.0159,618.7656,,,
-0.5053,0,0.50093,0.53429,2.9627,,65.6138,0.27998,636.2719,634.8191,633.1186,631.4912,625.4619,621.3125,618.9937,,,
0.042453,-0.46306,0.18423,0.51024,3.4367,,66.4079,-0.021165,636.2679,635.0811,633.5112,631.9453,625.8853,621.6085,619.2224,,,
0.19803,0.24057,0.25476,0.55521,3.4969,,69.0909,-0.12459,636.6853,635.5245,634.0123,632.4763,626.3416,621.9235,619.4647,,,
0.38744,0.58624,0.62894,0.8891,3.9063,,73.3632,0.056048,637.7869,636.3364,634.7595,633.1919,626.8768,622.2813,619.7366,,,
-0.053126,0.33411,0.067269,0.91664,3.8528,,70.4176,0.046485,638.4079,636.9389,635.3708,633.8069,627.3777,622.6252,620.0004,,,
-0.098491,-0.15156,0.47642,0.97974,3.7033,,67.1633,-0.11891,638.6119,637.3173,635.827,634.3034,627.8343,622.9499,620.2523,,,
0,-0.098491,0.43378,0.61881,3.4934,,65.2306,-0.29263,638.748,637.6269,636.2261,634.7526,628.2729,623.2681,620.5009,,,
-0.27073,-0.27073,-0.036077,0.21859,3.1514,,58.2307,-0.68261,638.262,637.5656,636.3591,634.9943,628.6266,623.5458,620.7232,,,
-0.032952,-0.30359,-0.45469,0.17139,3.1926,,59.2255,-0.99212,637.868,637.4773,636.4492,635.1929,628.9581,623.8138,620.9399,,,
0.0015697,-0.031383,-0.40022,-0.33322,3.1407,,62.9003,-1.2046,637.6087,637.4069,636.5293,635.3736,629.277,624.0767,621.1538,,,
-0.0015696,0,-0.30359,0.17139,3.0907,,56.9629,-1.345,637.4324,637.3475,636.5981,635.5361,629.583,624.3341,621.3647,,,
-0.020406,-0.021975,-0.32393,0.10845,3.1147,,53.8575,-1.4451,637.2716,637.2752,636.6421,635.6707,629.8719,624.584,621.5712,,,
0.00157,-0.018836,-0.051782,-0.08784,3.1715,,53.5846,-1.4935,637.1677,637.2179,636.6819,635.7935,630.1498,624.829,621.775,,,
0.059658,0.061229,0.040811,-0.41407,3.233,,41.1985,-1.4563,637.2252,637.2401,636.7641,635.9408,630.4318,625.0768,621.9811,,,
0.13494,0.19467,0.17423,-0.22669,0.72919,,63.2972,-1.3029,637.5501,637.4146,636.9436,636.156,630.7364,625.3366,622.196,,,
0.056409,0.19142,0.23231,-0.071985,0.85605,,63.6905,-1.1454,637.8867,637.6229,637.1457,636.3849,631.0432,625.5985,622.4127,,,
-0.001566,0.054842,0.2512,-0.07355,1.094,,57.2028,-1.0384,638.1078,637.7914,637.3212,636.5911,631.3376,625.855,622.6264,,,
-0.05168,-0.053245,0.19781,0.14593,1.0465,,32.3353,-1.007,638.1452,637.8694,637.4336,636.7463,631.6075,626.0998,622.833,,,
0.0047006,-0.046981,0.14278,0.18365,1.0465,,35.1064,-0.97648,638.1801,637.9386,637.5356,636.8895,631.868,626.3404,623.0372,,,
-0.081473,-0.076776,-0.073645,0.10046,0.96416,,35.9477,-1.016,638.0301,637.9006,637.5599,636.9695,632.0979,626.5659,623.2318,,,
0.16935,0.08774,0.039151,0.27155,0.98007,,48.1481,-0.89088,638.2901,638.066,637.7162,637.1448,632.3611,626.8084,623.4381,,,
0.081401,0.25089,0.12215,0.37366,0.99521,,72.87,-0.73854,638.6367,638.2958,637.9179,637.3529,632.6344,627.0564,623.6486,,,
-0.22993,-0.14871,-0.056407,0.1413,0.60883,,56.8182,-0.82943,638.3778,638.2166,637.9107,637.4012,632.8393,627.2703,623.8368,,,
0.094065,-0.13608,0.032902,0.17573,0.64791,,60.8558,-0.80193,638.4052,638.2608,637.9793,637.5021,633.0597,627.4919,624.0305,,,
-0.3853,-0.2916,-0.27127,-0.34472,0.34078,,43.8356,-1.0904,637.6035,637.8498,637.7319,637.359,633.1751,627.6603,624.1891,,,
0.031447,-0.35398,-0.40857,-0.36958,0.53412,,45.7531,-1.2198,637.1356,637.5498,637.5404,637.2486,633.2937,627.8294,624.3481,,,
-0.13675,-0.10535,-0.62565,-0.50427,0.03779,,41.5893,-1.3765,636.5338,637.1462,637.2641,637.0659,633.3735,627.978,624.4936,,,
0.033054,-0.10374,-0.36372,-0.41992,-0.056613,,40.5462,-1.4011,636.2025,636.8542,637.0486,636.9206,633.4585,628.1277,624.6399,,,
-0.084967,-0.051942,-0.54193,-0.5092,-0.15566,,32.6087,-1.4341,635.8017,636.517,636.7925,636.7377,633.5189,628.2638,624.7771,,,
0.069291,-0.015735,-0.08805,-0.35909,-0.59135,,33.1897,-1.3424,635.6811,636.3212,636.6235,636.6141,633.5943,628.4059,624.9184,,,
0.49257,0.5622,0.37252,-0.03757,0.40567,,50.0806,-0.8309,636.6441,636.7301,636.8668,636.8003,633.7894,628.6072,625.0992,,,
0.21924,0.71289,0.73033,0.1001,0.58309,,56.4959,-0.30198,637.7527,637.3192,637.2547,637.1022,634.0318,628.8322,625.2961,,,
-0.13751,0.081432,0.55858,0.19283,0.24627,,52.933,-0.080199,638.1985,637.6411,637.4841,637.2915,634.2301,629.0353,625.4788,,,
-0.27539,-0.41252,0.36693,-0.17699,-0.41563,,48.7147,-0.1747,637.909,637.5846,637.4648,637.2952,634.3517,629.1996,625.6358,,,
0.16632,-0.10953,0.46425,0.37579,-0.19698,,48.6486,-0.10215,638.0693,637.731,637.5805,637.3995,634.5101,629.3815,625.8047,,,
0.10965,0.27615,0.081432,0.45426,0.010954,,49.2366,0.025588,638.4095,637.9781,637.7692,637.5605,634.6897,629.5738,625.9807,,,
-0.52105,-0.41197,-0.65784,0.067681,-0.51016,,44.0273,-0.33321,637.5264,637.5748,637.518,637.389,634.7316,629.6963,626.1102,,,
-0.11954,-0.63997,-0.63997,-0.084967,-0.35933,,40.248,-0.64938,636.6842,637.1067,637.2033,637.1615,634.7422,629.8013,626.228,,,
-0.044094,-0.16358,-0.40952,-0.044094,-0.37044,,45.8869,-0.85949,636.0295,636.6727,636.8929,636.929,634.7413,629.8987,626.3404,,,
0,-0.044094,-0.57488,-0.11331,-0.372,,45.1823,-0.95444,635.593,636.3177,636.6213,636.7186,634.7405,629.9942,626.4514,,,
0.25523,0.25523,-0.4303,-0.34922,-0.11615,,53.1347,-0.76326,635.842,636.3217,636.5861,636.6825,634.8032,630.1198,626.5824,,,
-0.047145,0.20797,0.044042,-0.61409,-0.14287,,51.5432,-0.6461,635.908,636.2705,636.5178,636.6213,634.8517,630.2371,626.7077,,,
0.1132,0.066002,0.27717,-0.36458,-0.031399,,55.3724,-0.44981,636.192,636.3595,636.5481,636.6345,634.9265,630.3662,626.8408,,,
-0.021986,0.091189,0.29934,-0.1114,-0.11297,,53.6692,-0.32295,636.3347,636.4069,636.5571,636.6331,634.9929,630.4901,626.9703,,,
0.051836,0.029839,0.35134,-0.22557,-0.19586,,43.9006,-0.18554,636.5398,636.5056,636.6062,636.6633,635.0697,630.618,627.1025,,,
0.03925,0.091106,0.13515,-0.29573,-0.21298,,38.582,-0.058506,636.7599,636.6319,636.6804,636.7144,635.1532,630.7483,627.2363,,,
-0.047081,-0.0078499,0.13521,0.17931,-0.2584,,40.5195,-0.0147,636.8066,636.6806,636.7079,636.7321,635.2217,630.8701,627.3643,,,
-0.070655,-0.1177,-0.048684,0.22835,-0.27733,,45.7031,-0.044467,636.6877,636.6387,636.6756,636.7052,635.2699,630.9806,627.4846,,,
-0.1037,-0.17428,-0.13038,0.16858,-0.38543,,36.7886,-0.14549,636.3885,636.4844,636.5649,636.6181,635.2903,631.0759,627.5946,,,
-0.05505,-0.15869,-0.23707,0.11344,-0.35909,,30.7692,-0.24598,636.0723,636.2945,636.4243,636.5059,635.2962,631.1623,627.6985,,,
0.0015737,-0.053477,-0.27464,-0.13986,-0.52598,,47.4878,-0.29436,635.8649,636.141,636.3025,636.4053,635.3022,631.2472,627.8012,,,
-0.0015737,0,-0.22924,-0.094334,-0.60845,,54.059,-0.30943,635.7233,636.0135,636.1947,636.3134,635.3076,631.3302,627.9024,,,
0,-0.0015737,-0.15869,-0.2073,-0.37939,,57.0039,-0.30084,635.6288,635.9092,636.1004,636.2302,635.3128,631.4116,628.0022,,,
0.0015737,0.0015737,-0.053477,-0.18378,-0.47145,,57.0874,-0.27591,635.5692,635.8257,636.0191,636.1559,635.3182,631.4916,628.1009,,,
0.17468,0.17626,0.17626,-0.061229,0.08805,,52.3707,-0.10103,635.8995,635.9592,636.0867,636.1944,635.3669,631.5919,628.2129,,,
0,0.17468,0.17468,-0.10044,0.056586,,55.9908,0.017239,636.1197,636.0685,636.1459,636.2292,635.4137,631.6903,628.3235,,,
0.22464,0.22464,0.4013,0.17114,0.41868,,62.1782,0.2763,636.7431,636.4178,636.3764,636.3969,635.5147,631.8151,628.4515,,,
-0.065832,0.15867,0.3352,0.17598,0.31941,,58.9118,0.37326,637.0187,636.6273,636.5256,636.5086,635.5953,631.929,628.5723,,,
-0.069012,-0.1348,0.26438,0.21076,0.33543,,51.6544,0.36015,637.0558,636.7187,636.6011,636.5678,635.6555,632.032,628.6856,,,
-0.086325,-0.15528,0.0031419,0.1794,0.1794,,44.5993,0.26387,636.8972,636.6935,636.5985,636.569,635.6917,632.1221,628.7902,,,
0.0015709,-0.084755,0.0047128,0.1794,-0.31007,,47.156,0.19137,636.7948,636.6747,636.5974,636.571,635.727,632.2105,628.8935,,,
0,0.0015709,-0.21944,0.18098,-0.52815,,51.4,0.13588,636.7265,636.6593,636.5965,636.5728,635.7608,632.2973,628.9954,,,
-0.0015709,-0.0015709,-0.15528,0.1794,-0.39275,,59.0805,0.092368,636.6777,636.6449,636.5944,636.5735,635.7929,632.3821,629.0959,,,
0.0015709,0,-0.084755,0.1794,-0.11611,,64.3392,0.060986,636.6485,636.6349,636.5939,636.575,635.8242,632.4654,629.1951,,,
0.22149,0.22307,0.22307,0.22622,-0.061091,,73.5675,0.2174,637.099,636.8831,636.7696,636.7108,635.9095,632.575,629.3118,,,
-0.092476,0.12881,0.12881,0.13353,-0.26287,,66.4441,0.22756,637.2026,636.9789,636.8497,636.7773,635.9684,632.6707,629.419,,,
0.0015688,-0.090909,0.13038,-0.089343,0.2611,,66.5,0.22158,637.2751,637.0591,636.921,636.8386,636.0253,632.7648,629.525,,,
0.13021,0.13178,0.26234,0.10665,0.51181,,70.5279,0.30995,637.6001,637.2756,637.0871,636.973,636.1125,632.8734,629.6406,,,
-0.08304,0.047065,0.17751,0.092603,0.47265,,59.2949,0.27854,637.64,637.3564,637.1662,637.0441,636.1756,632.9694,629.7476,,,
0.0015681,-0.081473,-0.04232,0.18065,0.47422,,59.36,0.24198,637.67,637.4243,637.2367,637.1094,636.2365,633.0636,629.8533,,,
0.43122,0.43279,0.48164,0.61107,0.6506,,66.4465,0.55328,638.6067,637.9799,637.6421,637.4304,636.4029,633.2105,629.994,,,
-0.079628,0.35125,0.40005,0.53095,0.61789,,65.6658,0.64895,639.0611,638.3418,637.9331,637.6723,636.5428,633.3444,630.1262,,,
-0.60628,-0.68542,-0.33843,-0.076974,-0.10522,,45.3153,0.17283,638.0707,637.9323,637.7027,637.5216,636.5251,633.3987,630.2052,,,
0.13206,-0.47502,-0.12388,0.05341,0.048695,,51.5364,-0.034663,637.6905,637.7501,637.6061,637.4653,636.5409,633.4686,630.2942,,,
0,0.13206,-0.12544,-0.16771,-0.00314,,51.4938,-0.17005,637.437,637.601,637.5216,637.4143,636.5562,633.5372,630.3821,,,
0,0,-0.55427,-0.075305,-0.042373,,51.4938,-0.25276,637.268,637.479,637.4477,637.3682,636.5709,633.6044,630.4689,,,
0.17113,0.17113,-0.3047,0.094129,0.17585,,55.7785,-0.15841,637.5187,637.5774,637.5192,637.4302,636.6277,633.6918,630.5689,,,
0.22413,0.39565,0.52823,0.18801,0.47136,,60.3026,0.085726,638.1624,637.9178,637.7605,637.6226,636.7384,633.8058,630.6865,,,
0.0031277,0.22727,0.39879,0.27442,0.57881,,55.8847,0.23078,638.5983,638.2,637.9742,637.7985,636.8455,633.918,630.8028,,,
0,0.0031277,0.39879,0.27284,0.63421,,58.6555,0.30306,638.8889,638.4309,638.1612,637.9577,636.9484,634.0279,630.9176,,,
0,0,0.39879,-0.15769,0.63262,,58.6207,0.32523,639.0826,638.6199,638.3248,638.1018,637.0473,634.1357,631.0309,,,
0,0,0.22727,-0.078129,0.63421,,55.5154,0.31411,639.2117,638.7744,638.4679,638.2321,637.1423,634.2413,631.1427,,,
0,0,0.0031277,0.53137,0.63421,,58.3096,0.28197,639.2978,638.9009,638.5932,638.35,637.2336,634.3449,631.253,,,
0,0,0,0.39879,0.63262,,58.27,0.23771,639.3552,639.0044,638.7028,638.4566,637.3213,634.4464,631.3618,,,
0,0,0,0.39879,0.45714,,43.5006,0.18763,639.3935,639.089,638.7987,638.5531,637.4056,634.5458,631.4692,,,
0,0,0,0.39879,0.45714,,46.5565,0.1361,639.419,639.1583,638.8826,638.6405,637.4865,634.6433,631.5752,,,
0,0,0,0.22727,0.23198,,100,0.08605,639.436,639.215,638.956,638.7195,637.5643,634.7389,631.6798,,,
0,0,0,0.0031277,0.29801,,100,0.039356,639.4473,639.2613,639.0203,638.7909,637.639,634.8326,631.7829,,,
0,0,0,0,0.36727,,100,-0.0028763,639.4549,639.2993,639.0765,638.8556,637.7108,634.9244,631.8847,,,
-0.0015638,-0.0015638,-0.0015638,-0.0015638,0.45242,,99.6078,-0.041368,639.4566,639.3285,639.1244,638.9132,637.7794,635.0142,631.9851,,,
0.0015638,0,0,0,0.45241,,99.3197,-0.07285,639.4611,639.3542,639.1676,638.9662,637.8457,635.1025,632.0842,,,
0,0.0015638,0,0,0.45241,,75,-0.099399,639.464,639.3753,639.2054,639.0142,637.9094,635.189,632.182,,,
-0.10634,-0.10634,-0.10634,-0.10634,0.34717,,1.4286,-0.20803,639.2394,639.2689,639.1535,638.9928,637.944,635.2603,632.2696,,,
-0.29118,-0.3972,-0.3972,-0.3972,0.05341,,0.39062,-0.51255,638.4696,638.8436,638.8756,638.7964,637.9042,635.2933,632.3313,,,
0,-0.29118,-0.39565,-0.3972,-0.16771,,0.39062,-0.68531,637.9564,638.4957,638.6324,638.6186,637.866,635.3257,632.3922,,,
-0.058091,-0.058091,-0.45506,-0.45506,-0.13335,,0.3413,-0.8121,637.4909,638.1437,638.3733,638.4226,637.8148,635.3502,632.4474,,,
-0.069122,-0.12717,-0.52387,-0.52387,-0.20395,,0.29674,-0.91051,637.0339,637.7758,638.0917,638.2033,637.7483,635.3654,632.4961,,,
-0.45432,-0.52312,-0.8704,-0.97581,-0.78653,,0.15974,-1.2966,635.766,636.9493,637.4839,637.7296,637.5711,635.3231,632.5058,,,
0.18635,-0.26882,-0.39565,-0.79128,-0.51904,,15.9946,-1.3203,635.314,636.4876,637.0997,637.4135,637.4472,635.3051,632.531,,,
0.1198,0.30637,-0.27633,-0.67088,-0.40142,,23.7805,-1.1663,635.266,636.248,636.8585,637.1998,637.3579,635.3024,632.5659,,,
0.092889,0.2128,-0.12568,-0.58017,-0.73695,,28.8965,-0.928,635.4307,636.1593,636.7212,637.0627,637.2952,635.3115,632.6083,,,
0,0.092889,-0.056593,-0.58017,-0.65784,,28.8965,-0.72251,635.5404,636.0867,636.601,636.9386,637.235,635.3203,632.65,,,
0.1919,0.1919,0.5922,-0.28335,0.13992,,37.5624,-0.39102,636.0203,636.2491,636.6484,636.9426,637.225,635.3532,632.7073,,,
0,0.1919,0.4051,0.0078502,0.0078502,,37.6,-0.15275,636.3402,636.382,636.6899,636.9461,637.2154,635.3854,632.7639,,,
0,0,0.28496,0.0078502,0.0078502,,37.5375,0.014946,636.5535,636.4907,636.7261,636.9494,637.2062,635.417,632.8198,,,
0.076925,0.076925,0.26897,0.14296,0.084782,,40.458,0.19212,636.859,636.6688,636.8191,636.9989,637.2165,635.4576,632.8814,,,
0,0.076925,0.26897,0.21222,-0.086204,,43.2653,0.30298,637.0627,636.8145,636.9005,637.0438,637.2264,635.4975,632.9422,,,
0.11765,0.11765,0.19467,0.78802,-0.19235,,57.4223,0.46149,637.4484,637.07,637.0654,637.1558,637.2654,635.5514,633.0121,,,
-0.02977,0.087847,0.16484,0.57061,-0.22519,,56.1937,0.52052,637.6423,637.2446,637.186,637.2391,637.2954,635.6005,633.0785,,,
0,-0.02977,0.16484,0.45027,-0.22519,,58.6369,0.53719,637.7715,637.3874,637.2915,637.3144,637.3242,635.6486,633.1441,,,
0,0,0.087847,0.35705,-0.22519,,61.834,0.52519,637.8577,637.5042,637.3838,637.3826,637.3519,635.6957,633.2088,,,
0,0,0.087847,0.35705,-0.22519,,96.332,0.49466,637.9151,637.5998,637.4646,637.4442,637.3785,635.742,633.2727,,,
0.12068,0.12068,0.090878,0.28572,-0.10477,,96.0168,0.55128,638.2101,637.818,637.6315,637.5733,637.4342,635.8025,633.3459,,,
0.070445,0.19121,0.19121,0.35637,-0.034403,,95.7399,0.61744,638.5567,638.0784,637.8338,637.733,637.5054,635.8708,633.4241,,,
0,0.070445,0.19121,0.35637,-0.034403,,95.0904,0.62727,638.7878,638.2914,638.0108,637.8775,637.5738,635.9377,633.5012,,,
0,0,0.19121,0.27923,-0.034403,,95.0904,0.59985,638.9419,638.4657,638.1657,638.0082,637.6396,636.0033,633.5774,,,
0,0,0.19121,0.27923,-0.034403,,92.8302,0.54916,639.0446,638.6083,638.3013,638.1265,637.7027,636.0676,633.6525,,,
0.031287,0.031287,0.10175,0.19272,-0.0031276,,93.3333,0.51081,639.1797,638.7613,638.4449,638.2525,637.7712,636.1346,633.7293,,,
0.090703,0.12202,0.12202,0.31346,0.087573,,94.4606,0.52954,639.4631,638.992,638.643,638.4218,637.8598,636.2117,633.8128,,,
-0.090621,0,0.031287,0.22256,-0.0015638,,78.125,0.43381,639.4588,639.0753,638.7439,638.5197,637.9222,636.2758,633.8874,,,
-0.35812,-0.44842,-0.32695,-0.13636,-0.36124,,47.3322,0.052102,638.6925,638.727,638.5459,638.3902,637.8923,636.2933,633.9308,,,
0.19618,-0.16264,-0.1314,0.059558,-0.16576,,51.5055,-0.037125,638.5983,638.6694,638.5289,638.3921,637.9126,636.3353,633.9901,,,
0.20676,0.40335,0.043788,0.14559,0.14715,,61.4247,0.070664,638.9756,638.8622,638.679,638.5195,637.9839,636.4025,634.0661,,,
-0.023447,0.18327,-0.070309,0.051623,0.41606,,60.2108,0.1085,639.177,638.9927,638.7917,638.6205,638.0465,636.4654,634.1392,,,
-0.17981,-0.20321,-0.15951,-0.12828,0.2355,,52.2883,-0.027367,638.928,638.8904,638.7465,638.6024,638.0615,636.5043,634.196,,,
0.04699,-0.1329,0.24641,-0.081345,0.34089,,53.8717,-0.079859,638.862,638.8613,638.7444,638.6145,638.0877,636.5484,634.256,,,
-0.4415,-0.39472,-0.3916,-0.52249,-0.033013,,36.9702,-0.47538,637.878,638.3247,638.3901,638.357,638.0023,636.5357,634.278,,,
-0.14153,-0.58241,-0.73781,-0.69435,0.2811,,31.6291,-0.81902,636.922,637.722,637.9676,638.0382,637.885,636.5055,634.2876,,,
0,-0.14153,-0.71453,-0.78434,0.094576,,31.6291,-0.9954,636.2847,637.2289,637.5979,637.7498,637.7722,636.4759,634.2972,,,
0.023622,0.023622,-0.51219,-0.67089,-0.0015744,,32.5064,-1.0363,635.9098,636.8527,637.2932,637.5032,637.6698,636.4498,634.3086,,,
0.0031488,0.026771,-0.55579,-0.31075,-0.091229,,32.6217,-1.0043,635.6665,636.5486,637.029,637.2819,637.5721,636.4247,634.3202,,,
0.050379,0.05353,-0.064475,-0.45582,-0.040896,,33.3052,-0.88781,635.611,636.358,636.8379,637.1122,637.4909,636.4064,634.3358,,,
0,0.050379,0.077164,-0.66122,-0.23235,,29.8667,-0.76321,635.574,636.202,636.6706,636.9587,637.4128,636.3884,634.3512,,,
0,0,0.077164,-0.63792,-0.23235,,31.4902,-0.63835,635.5493,636.0743,636.5243,636.8197,637.3378,636.3708,634.3664,,,
0.083399,0.083399,0.13697,-0.37592,-0.14914,,43.6588,-0.45077,635.7096,636.0663,636.4625,636.7445,637.2865,636.3641,634.3885,,,
0,0.083399,0.13382,-0.42271,-0.22589,,34.4648,-0.30033,635.8164,636.0597,636.4085,636.6765,637.2372,636.3575,634.4102,,,
0.03459,0.03459,0.11802,0.053467,-0.19138,,23.4756,-0.15228,635.9609,636.0943,636.3887,636.6359,637.1985,636.3554,634.4346,,,
0.25462,0.28929,0.37293,0.45039,-0.05484,,39.3524,0.16554,636.5973,636.4171,636.5738,636.7534,637.2249,636.3853,634.4801,,,
-0.0062709,0.24833,0.36664,0.44409,-0.031346,,45.6647,0.36085,637.0082,636.674,636.7308,636.8559,637.2486,636.414,634.5245,,,
0,-0.0062709,0.28301,0.42037,-0.031346,,43.2024,0.47343,637.2821,636.8842,636.8682,636.9487,637.2714,636.442,634.5682,,,
-0.0015678,-0.0015678,0.28143,0.41563,-0.032914,,75.0656,0.52589,637.4614,637.0543,636.9872,637.0317,637.2929,636.4693,634.6113,,,
-0.0031357,-0.0047034,0.24361,0.36192,-0.036048,,97.6109,0.53544,637.5743,637.1899,637.0888,637.1049,637.3128,636.4956,634.6535,,,
-0.0047037,-0.0078392,-0.015677,0.3572,-0.16124,,96.6216,0.51511,637.6395,637.2954,637.174,637.1682,637.3307,636.5209,634.6948,,,
-0.026655,-0.031358,-0.03606,0.33045,-0.25811,,90.9396,0.45806,637.6263,637.3508,637.2272,637.2093,637.3413,636.5422,634.7333,,,
0.012547,-0.014112,-0.023517,0.25942,-0.2456,,91.1184,0.41187,637.6442,637.4106,637.2838,637.2541,637.3546,636.5648,634.7723,,,
-0.0062727,0.0062735,-0.028221,0.25313,-0.25186,,88.7681,0.35863,637.6428,637.4523,637.3283,637.2909,637.3658,636.5861,634.8103,,,
0.0062731,0,-0.018815,0.22475,-0.2456,,88.9286,0.31317,637.6552,637.4937,637.3723,637.328,637.3781,636.6077,634.8483,,,
0.047046,0.053322,0.032927,0.017245,-0.22989,,90,0.30744,637.7635,637.5821,637.4483,637.3901,637.4017,636.6349,634.8898,,,
0,0.047046,0.059598,0.023517,-0.3203,,87.9377,0.28792,637.8357,637.6545,637.5147,637.4462,637.4244,636.6615,634.9307,,,
0.050158,0.050158,0.097227,0.073687,-0.17984,,89.2734,0.30096,637.9904,637.7718,637.6129,637.5275,637.4587,636.694,634.9754,,,
0,0.050158,0.10351,0.075256,0.17892,,88.3895,0.2922,638.0936,637.8679,637.6988,637.6011,637.4917,636.7258,635.0194,,,
-0.2585,-0.2585,-0.16152,-0.18031,-0.27568,,27.4074,0.058976,637.6124,637.6464,637.5677,637.5105,637.4587,636.7243,635.041,,,
-0.08639,-0.34467,-0.29468,-0.26185,-0.56743,,23.053,-0.16245,637.1083,637.3653,637.3842,637.3762,637.4054,636.7119,635.055,,,
0.070744,-0.015707,-0.22414,-0.16468,-0.47375,,32.5137,-0.23687,636.9222,637.217,637.2799,637.2975,637.3719,636.7087,635.0748,,,
-0.16338,-0.092753,-0.4371,-0.3403,-0.45737,,25.3731,-0.40489,636.4515,636.9067,637.0587,637.1273,637.2988,636.685,635.0806,,,
