"s_x1","s_x2","s_x3","s_x4","s_x5","s_x6","s_x7","s_x8","s_x9","s_x10","s_x11","s_x12","s_x13","s_x14","s_x15","s_y","s_y2",
-0.34456,-0.66377,-1.1629,-3.7111,0.5456,,32.9977,-35.3129,2760.7452,2783.625,2794.9138,2798.007,2777.7907,2742.8217,2715.966,,,
-2.5633,-2.899,-0.74187,-6.5392,-2.1777,,28.1059,-41.7413,2732.9101,2764.2823,2780.2046,2786.5054,2773.8475,2741.523,2715.4531,,,
1.2647,-1.3309,-0.95498,-5.3681,-1.512,,32.4448,-39.3593,2725.6401,2754.6128,2771.5665,2779.3239,2771.3868,2740.9206,2715.3954,,,
-1.2947,-0.046316,-3.2548,-7.849,-1.6176,,31.2073,-40.2919,2709.0934,2740.3196,2759.6207,2769.4836,2767.6462,2739.635,2714.8737,,,
1.9129,0.59349,-1.0873,-4.9998,-1.0084,,38.1835,-32.1476,2715.1256,2737.9324,2755.5669,2765.4556,2766.0596,2739.3886,2715.0368,,,
-0.34321,1.5632,-1.086,-2.2363,-2.2332,,36.2388,-26.3962,2716.0271,2734.2774,2750.8498,2760.9198,2764.1683,2738.9617,2715.0738,,,
0.5405,0.19544,2.0648,1.3076,-2.584,,37.9112,-19.3163,2721.5247,2733.9579,2748.5585,2758.2151,2762.9272,2738.8341,2715.3049,,,
1.4287,1.9769,2.2301,1.2538,-0.19086,,37.9112,-8.6229,2738.2031,2740.7946,2751.4337,2759.486,2763.2657,2739.4822,2716.05,,,
-1.2091,0.20238,2.3188,-1.0116,-1.2411,,37.8904,-5.4654,2738.1521,2740.2956,2749.7608,2757.4445,2762.2769,2739.4538,2716.3414,,,
-0.58582,-1.7878,-0.18994,-1.2752,-2.086,,43.8714,-4.9547,2732.7714,2736.9709,2746.2919,2754.0698,2760.6978,2739.1084,2716.4164,,,
-0.52388,-1.1066,-0.37088,-1.4529,-2.868,,51.2975,-5.8911,2724.4309,2731.658,2741.4742,2749.6584,2758.6214,2738.4874,2716.3016,,,
0.82172,0.29353,-0.092223,1.9707,-1.8102,,49.0643,-3.0121,2726.2873,2731.3566,2740.0399,2747.7861,2757.499,2738.3194,2716.4831,,,
-1.2319,-0.42028,-2.7129,-0.54332,-3.7011,,41.1084,-5.018,2716.3149,2724.9954,2734.5812,2742.8894,2755.1018,2737.4887,2716.2167,,,
0.74433,-0.4967,-0.78925,1.5112,-4.8076,,44.9458,-3.1151,2716.3566,2723.4399,2732.3135,2740.3704,2753.5856,2737.0719,2716.2196,,,
0.84927,1.5999,0.64291,0.45175,-5.5348,,49.0204,1.5281,2724.0744,2726.3617,2733.2131,2740.2884,2753.0336,2737.1202,2716.5281,,,
-0.3048,0.54189,0.86456,0.49046,-5.663,,57.6068,3.6317,2726.4363,2727.2341,2732.9564,2739.4191,2752.1758,2737.0021,2716.7219,,,
0.28852,-0.017156,0.33114,0.23861,-4.7625,,54.2534,6.0964,2730.6375,2729.3806,2733.7169,2739.383,2751.6607,2737.0425,2717.0175,,,
-0.0010953,0.28742,1.5814,-1.1744,-4.6063,,60.739,7.6348,2733.4283,2731.1314,2734.3785,2739.3474,2751.1646,2737.0814,2717.3088,,,
-0.052574,-0.053668,0.77786,-0.017531,-4.8355,,52.1304,8.3145,2734.8089,2732.3021,2734.7775,2739.1782,2750.6315,2737.0911,2717.5772,,,
-0.7145,-0.7667,-0.78481,-0.14695,-4.9737,,50.0355,6.0888,2729.2093,2729.7035,2732.6815,2737.1621,2749.3522,2736.7133,2717.5829,,,
0.01582,-0.69879,-0.46574,0.39479,-4.7355,,47.0613,4.6962,2725.6195,2727.6556,2730.9013,2735.3791,2748.14,2736.3514,2717.5943,,,
0.63124,0.64716,-0.12559,0.20513,-4.5019,,41.7402,6.0234,2728.9463,2729.1,2731.4887,2735.4001,2747.6482,2736.3366,2717.8327,,,
-0.72306,-0.096379,-0.84666,0.72134,-5.2033,,44.5501,4.2572,2724.5709,2726.6855,2729.5301,2733.5354,2746.4,2735.9303,2717.8061,,,
1.4007,0.6675,0.59505,1.3775,-5.1678,,57.048,8.0149,2734.3339,2731.6263,2732.5713,2735.471,2746.6926,2736.2853,2718.2836,,,
-0.56902,0.82369,0.74245,-0.048184,-4.6166,,56.6942,8.1642,2735.6193,2732.8197,2733.2737,2735.73,2746.3591,2736.323,2718.5473,,,
-2.3059,-2.8618,-1.5961,-2.0544,-3.7752,,39.7577,-0.033321,2715.4295,2722.3161,2725.9957,2729.9509,2743.5627,2735.1097,2717.9712,,,
0.70915,-1.6131,-1.52,-1.6436,-0.11975,,49.5367,-2.5526,2708.293,2717.1714,2721.9987,2726.5289,2741.6199,2734.2961,2717.6539,,,
0.18745,0.89793,-0.61676,-1.4582,-1.3945,,46.3596,-3.1516,2705.2187,2713.8802,2719.1326,2723.9138,2739.9512,2733.5985,2717.4078,,,
0.39754,0.58574,-1.5999,-1.0144,-2.0329,,43.4337,-1.7836,2706.7458,2713.1384,2717.9661,2722.5696,2738.7688,2733.1273,2717.307,,,
-0.14392,0.25305,-1.1792,-0.44555,-1.8595,,44.3052,-1.1175,2706.4639,2711.8223,2716.4578,2720.982,2737.4799,2732.5881,2717.1559,,,
0.11493,-0.029153,1.2695,-0.34689,-1.407,,43.081,-0.029063,2707.3126,2711.311,2715.5268,2719.8419,2736.3634,2732.1212,2717.048,,,
-0.29789,-0.1833,0.25687,-1.267,0.88524,,41.5419,-0.15988,2705.1884,2709.4253,2713.7035,2718.0417,2734.9742,2731.5038,2716.8347,,,
-0.49946,-0.79586,-0.43052,-1.0446,-0.87234,,39.4306,-1.7394,2699.2756,2705.4298,2710.4218,2715.1282,2733.1105,2730.6314,2716.4455,,,
-0.84095,-1.3362,-1.6588,-3.2322,-0.41667,,38.9315,-5.303,2687.8004,2698.0517,2704.7253,2710.3398,2730.4337,2729.3288,2715.7621,,,
1.0563,0.20652,-0.47674,-1.6504,-1.2537,,45.2513,-3.4338,2689.5336,2697.1332,2703.2597,2708.6884,2728.9657,2728.6094,2715.4606,,,
0.38767,1.4481,-0.20561,1.0613,-0.52947,,43.8424,-0.50999,2694.1691,2698.2799,2703.2822,2708.1885,2727.9647,2728.111,2715.3014,,,
0.44203,0.83141,0.535,0.79324,-0.62689,,49.9151,3.1155,2701.2427,2701.3908,2704.7957,2708.8744,2727.4715,2727.8591,2715.3026,,,
-0.056345,0.38543,0.98272,0.54797,-2.0819,,40.7749,5.263,2705.4485,2703.6579,2705.9287,2709.3492,2726.9378,2727.5819,2715.2835,,,
-0.11976,-0.17603,1.7172,0.029892,-1.0022,,43.2528,6.1402,2707.169,2704.9219,2706.5139,2709.4693,2726.2975,2727.2458,2715.2216,,,
0.32096,0.20082,0.97698,0.49558,-0.099191,,64.7592,7.6863,2711.216,2707.538,2708.1134,2710.4065,2726.0234,2727.0887,2715.2757,,,
-0.13128,0.18926,0.45498,0.24843,0.29508,,58.0719,7.987,2712.724,2709.0292,2709.0667,2710.9144,2725.6202,2726.864,2715.2819,,,
0.046028,-0.085316,0.058923,0.59424,-0.47656,,56.8533,8.0885,2714.146,2710.4766,2710.0571,2711.4931,2725.2817,2726.6684,2715.3045,,,
-0.16526,-0.1193,-0.050113,0.93211,0.59821,,51.0843,7.3086,2713.5973,2710.8445,2710.3625,2711.589,2724.7805,2726.3879,2715.2673,,,
0.26691,0.10121,0.33682,2.0598,0.12148,,55.413,7.4977,2715.6449,2712.4619,2711.5347,2712.3653,2724.5828,2726.2562,2715.3266,,,
0.075743,0.34286,0.091567,1.0694,-0.64647,,55.0438,7.606,2717.6966,2714.1597,2712.8178,2713.2638,2724.4737,2726.168,2715.4123,,,
0.94166,1.0181,1.1669,1.6272,0.59572,,66.1032,10.649,2727.6077,2720.2089,2717.1444,2716.5177,2725.3739,2726.589,2715.8364,,,
-0.17908,0.76089,0.93927,0.99875,0.12669,,70.2754,11.4484,2732.5752,2724.2636,2720.3151,2718.9932,2726.0459,2726.9043,2716.1897,,,
-0.27274,-0.45133,0.8306,0.78007,-0.14531,,79.0817,10.4468,2733.3934,2726.2211,2722.1544,2720.5205,2726.3983,2727.0652,2716.4392,,,
-0.0043875,-0.27712,0.55777,0.89648,-0.097166,,72.6223,9.2844,2733.899,2727.8009,2723.7489,2721.8909,2726.732,2727.2205,2716.6839,,,
0.097261,0.092869,0.5794,0.67149,0.71964,,70.112,8.4159,2735.1226,2729.5771,2725.4765,2723.3842,2727.1571,2727.4255,2716.9605,,,
0.052236,0.14955,-0.30683,0.85649,0.75632,,65.8819,7.6009,2736.4151,2731.2904,2727.167,2724.8714,2727.6215,2727.6547,2717.2524,,,
0.65462,0.7072,0.5258,1.47,0.77972,,73.7353,8.9508,2743.2534,2735.9521,2730.8873,2727.9246,2728.7708,2728.2344,2717.778,,,
0.18426,0.84009,0.98646,1.8253,1.7008,,77.7658,9.9264,2749.5056,2740.6899,2734.7777,2731.1708,2730.0743,2728.9032,2718.3638,,,
-0.33164,-0.14799,0.65596,1.2174,-0.036676,,68.0284,8.7761,2750.6204,2742.9008,2737.0367,2733.2355,2730.9675,2729.3774,2718.8206,,,
0.61682,0.28313,1.1784,1.7646,1.1555,,75.4111,9.67,2757.0236,2747.7971,2741.1359,2736.7207,2732.4915,2730.1784,2719.4962,,,
0.12167,0.73923,1.2486,0.93797,3.6691,,75.8913,10.0391,2762.4157,2752.4158,2745.1439,2740.1949,2734.0879,2731.0304,2720.2075,,,
0.16876,0.29063,0.7599,1.2897,3.1128,,80.0625,10.2043,2767.5705,2757.0456,2749.2359,2743.784,2735.8053,2731.9581,2720.9714,,,
0.053998,0.22285,0.62889,1.6216,2.9755,,78.9515,9.8038,2771.507,2761.1064,2753.0039,2747.1741,2737.5141,2732.8971,2721.745,,,
0.49184,0.5461,1.4603,2.1258,3.0722,,81.0837,10.6009,2778.688,2766.9143,2758.0097,2751.5432,2739.692,2734.0883,2722.6895,,,
-0.34443,0.14572,0.491,1.6752,2.8652,,68.2556,9.1099,2780.2687,2769.9172,2761.1872,2754.58,2741.4072,2735.0653,2723.494,,,
0.28957,-0.055853,0.65953,1.9164,3.0447,,74.0712,8.4988,2784.0091,2773.8395,2764.9751,2758.0953,2743.3712,2736.1826,2724.3946,,,
-0.40229,-0.11389,0.085677,0.84623,2.9368,,71.4381,5.9897,2782.7594,2775.0069,2766.8857,2760.2062,2744.8178,2737.0555,2725.1345,,,
-0.13524,-0.53699,-0.10362,0.52462,3.3136,,69.0553,3.3624,2780.6729,2775.2784,2768.0875,2761.758,2746.0603,2737.8365,2725.8149,,,
0.25536,0.11977,-0.3387,1.1167,4.4558,,70.2624,2.1759,2781.6453,2776.7896,2770.0253,2763.8372,2747.532,2738.7426,2726.5801,,,
-0.55935,-0.30542,-0.55363,-0.065347,2.7857,,61.3626,-0.94253,2777.1035,2775.1951,2769.7746,2764.2356,2748.3355,2739.3223,2727.129,,,
0.60224,0.039517,-0.2436,0.41432,3.0054,,60.9775,-0.99128,2779.6324,2776.9214,2771.639,2766.1836,2749.7611,2740.2207,2727.8914,,,
-0.020469,0.58164,0.13884,0.22463,2.5311,,59.0667,-1.3116,2781.1282,2778.2303,2773.1992,2767.8919,2751.1085,2741.09,2728.6361,,,
0.64185,0.62125,0.91806,0.81349,3.2474,,68.8074,0.57118,2788.0822,2782.5502,2776.798,2771.1393,2753.1039,2742.2959,2729.6077,,,
1.2284,1.8782,1.8975,1.5524,4.641,,72.4811,5.8472,2804.1914,2792.3429,2784.2495,2777.3556,2756.3708,2744.1596,2731.0223,,,
0.37935,1.6124,2.8594,2.29,4.7019,,73.7892,9.9404,2818.5176,2802.3115,2792.1146,2784.0046,2759.9316,2746.1994,2732.5607,,,
0.16718,0.54717,2.4146,2.1652,5.0148,,73.8026,12.289,2829.6551,2811.333,2799.5915,2790.4736,2763.5393,2748.293,2734.1417,,,
-0.19986,-0.033015,2.2309,2.3728,4.7567,,70.9233,12.0581,2835.1801,2817.6779,2805.4213,2795.7838,2766.7821,2750.2324,2735.6263,,,
-0.2361,-0.43549,1.339,2.2694,4.6824,,65.2029,10.0647,2836.6234,2821.6474,2809.6824,2799.9482,2769.6342,2752.0003,2737.0023,,,
0.34196,0.10505,0.45163,2.3577,4.7607,,71.5155,9.1453,2840.8222,2826.6606,2814.6246,2804.6407,2772.7552,2753.9254,2738.4886,,,
0.47066,0.81422,0.543,3.418,5.1741,,72.4785,9.3987,2848.0915,2833.2005,2820.6253,2810.1635,2776.2797,2756.078,2740.1329,,,
0.1027,0.57384,0.47827,2.9045,4.3,,78.4461,9.016,2853.9177,2839.0859,2826.2434,2815.4403,2779.7813,2758.2461,2741.7943,,,
-0.54195,-0.43981,0.13386,2.3677,3.9209,,72.7368,5.8768,2852.6251,2841.0775,2829.2179,2818.7355,2782.5365,2760.0638,2743.228,,,
-0.0094736,-0.55137,0.36133,1.7052,4.1952,,71.3622,3.1088,2851.6734,2842.658,2831.787,2821.6912,2785.1731,2761.8402,2744.6391,,,
-0.37091,-0.38035,-0.35168,0.098364,3.8133,,73.7425,-0.60328,2847.5156,2842.0292,2832.7136,2823.3587,2787.2918,2763.3721,2745.8916,,,
-0.454,-0.82322,-1.2688,-0.73266,3.2416,,64.2417,-5.0072,2840.4471,2839.1712,2831.9131,2823.6398,2788.822,2764.6184,2746.9567,,,
0.20132,-0.25359,-1.1715,-0.69883,3.3954,,65.8291,-7.2309,2837.6314,2837.8673,2831.924,2824.436,2790.5152,2765.9527,2748.0832,,,
0.12006,0.32162,-0.51368,-0.3805,2.8463,,62.2139,-8.2475,2836.8876,2837.4187,2832.3585,2825.4802,2792.2754,2767.3278,2749.2397,,,
0.69761,0.8185,0.18984,0.55186,3.3733,,57.6844,-6.3446,2842.9851,2840.6481,2835.2112,2828.3087,2794.7422,2769.0675,2750.6428,,,
-0.3569,0.33822,0.20393,-0.14846,3.3471,,49.1033,-6.5225,2843.6534,2841.4375,2836.4335,2829.8974,2796.7127,2770.5709,2751.8925,,,
0.22425,-0.13344,0.88667,-0.39334,2.9439,,49.7727,-5.8653,2846.2256,2843.2434,2838.3006,2831.9424,2798.8562,2772.1709,2753.2101,,,
0.5436,0.76907,1.2313,0.045366,3.3777,,57.7606,-3.5419,2853.1071,2847.5392,2841.8718,2835.2689,2801.5234,2774.0461,2754.7155,,,
2.6199,3.1778,3.7589,3.2259,5.9074,,75.4432,7.3206,2882.7314,2864.7102,2854.3853,2845.4318,2807.0315,2777.3715,2757.1958,,,
5.1078,7.8615,8.3032,8.5088,11.2568,,85.538,32.5421,2952.5709,2906.0811,2884.1184,2868.9383,2818.2165,2783.6068,2761.6336,,,
0.67039,5.8124,9.4197,9.6429,11.4545,,85.8411,48.8334,3006.0406,2943.6991,2912.7261,2892.1804,2829.7759,2790.129,2766.2872,,,
-0.79185,-0.12677,8.3104,9.2707,10.9541,,80.0248,52.7699,3033.4704,2969.9956,2934.6766,2910.8613,2839.9153,2796.034,2770.5527,,,
2.253,1.4433,10.1518,11.5081,13.1263,,86.2191,60.6633,3074.9503,3004.1619,2962.5808,2934.3898,2852.3856,2803.1998,2775.6832,,,
-1.6001,0.61684,5.6221,9.5923,11.7658,,77.1014,55.1543,3085.7602,3022.9288,2980.6807,2950.865,2862.3854,2809.2232,2780.0766,,,
1.267,-0.3534,1.7625,10.212,13.3351,,80.5067,52.8825,3106.0901,3045.4417,3001.4393,2969.5207,2873.537,2815.9069,2784.9332,,,
0.46588,1.7388,1.5557,11.122,13.5731,,83.1231,49.4844,3124.5301,3066.5269,3021.4357,2987.7959,2884.8261,2822.7486,2789.9196,,,
0.30746,0.77477,2.6811,11.2143,14.5631,,83.2565,44.8152,3140.0634,3085.5456,3040.1475,3005.2563,2896.0537,2829.6472,2794.9688,,,
-1.3115,-1.0081,-0.89838,9.1623,12.3838,,76.8347,32.943,3136.5556,3093.5446,3051.3215,3017.0928,2905.21,2835.5857,2799.4002,,,
0.49432,-0.82368,1.211,6.9011,12.9624,,76.651,24.3861,3139.3737,3102.9019,3063.0326,3029.2754,2914.614,2841.7129,2803.9778,,,
0.59141,1.0887,0.53579,2.3077,12.9058,,78.8521,18.6998,3147.4525,3113.9398,3075.6048,3042.0692,2924.3785,2848.0871,2808.7411,,,
1.5956,2.1965,1.6663,3.248,13.3154,,80.4163,19.1372,3169.665,3132.1489,3092.9154,3058.4521,2935.7397,2855.3347,2814.11,,,
-0.89979,0.6815,0.44274,3.1357,11.8714,,76.1039,13.2119,3174.8333,3141.7891,3104.4472,3070.5205,2945.5213,2861.8661,2819.0247,,,
3.1609,2.2327,4.9947,4.0514,15.215,,77.0657,20.1208,3211.8389,3167.982,3127.1226,3091.0281,2958.8675,2870.2618,2825.2078,,,
0.3229,3.494,4.8156,6.0849,15.8185,,70.6027,23.1696,3240.0459,3191.3416,3148.2898,3110.593,2972.1065,2878.7013,2831.4496,,,
-0.45928,-0.13786,3.7207,4.2765,15.5594,,67.1776,20.2999,3253.8039,3207.7013,3164.9185,3126.8527,2984.2325,2886.674,2837.4081,,,
-0.6473,-1.1036,1.4309,3.1211,14.4201,,67.6483,13.046,3255.896,3217.2247,3176.8137,3139.541,2995.05,2894.0682,2843.0064,,,
-0.65673,-1.2998,1.6797,2.1298,13.1362,,59.2103,3.3732,3250.154,3221.1239,3184.5458,3148.9819,3004.6038,2900.892,2848.247,,,
-0.507,-1.1604,-1.9356,2.9624,12.4471,,64.2057,-6.6796,3240.8527,3221.3286,3189.2588,3155.9598,3013.1389,2907.2555,2853.2007,,,
-0.087827,-0.59438,-2.3371,2.366,12.9605,,59.8798,-14.6938,3233.7084,3220.9816,3193.0289,3162.0036,3021.2284,2913.437,2858.0513,,,
1.0225,0.93382,-0.88318,2.8047,14.1264,,61.7776,-16.4135,3239.919,3226.6831,3200.4428,3170.6071,3030.2916,2920.1479,2863.2736,,,
0.034437,1.0573,-0.20306,1.2249,14.5907,,60.9067,-18.1194,3244.4326,3231.5516,3207.07,3178.4978,3039.0433,2926.7482,2868.4417,,,
-0.14938,-0.11499,0.30661,1.9914,14.9414,,67.4729,-20.449,3245.8218,3234.6513,3212.2612,3185.1742,3047.2612,2933.1215,2873.4769,,,
-0.93456,-1.0825,-0.12445,-2.0576,13.6384,,60.297,-26.2557,3236.6278,3231.6675,3213.0086,3188.3234,3053.9662,2938.7674,2878.0433,,,
-0.46423,-1.3944,-0.50071,-2.8261,12.9752,,55.6389,-31.9092,3225.5186,3226.5097,3211.795,3189.7497,3059.8225,2944.0056,2882.3513,,,
-0.39085,-0.85326,-1.8928,-2.7593,11.7541,,46.2879,-36.7888,3213.939,3220.0134,3209.1681,3189.8478,3064.958,2948.8923,2886.4365,,,
-0.21687,-0.60687,-2.1393,-2.338,11.9111,,49.7757,-40.1289,3203.9127,3213.4401,3206.0046,3189.2776,3069.6209,2953.5451,2890.3758,,,
0.71329,0.49486,-1.2938,-0.99115,12.4572,,31.4766,-38.4557,3204.7985,3212.191,3206.0753,3190.9245,3074.9914,2958.5555,2894.5638,,,
-1.4732,-0.77045,-1.8305,-1.9527,10.2014,,22.6429,-42.5684,3189.6423,3202.5799,3200.2321,3187.9155,3078.2988,2962.5312,2898.0707,,,
0.087044,-1.3875,-1.2868,-1.7811,7.4814,,24.9748,-43.6146,3180.4549,3195.2163,3195.4631,3185.4549,3081.5844,2966.4827,2901.5675,,,
0.8798,0.96761,-0.027579,-1.9198,3.1579,,35.667,-39.3845,3183.6032,3194.2497,3194.7677,3185.8783,3085.832,2970.9068,2905.3865,,,
-0.28935,0.5879,-0.10019,-2.2373,2.1744,,37.5344,-36.7083,3182.6255,3191.7806,3193.0055,3185.3823,3089.5512,2975.0605,2909.0326,,,
-0.88095,-1.1677,-1.6815,-2.9536,2.0827,,35.7517,-37.461,3172.6337,3184.666,3187.9611,3182.2649,3092.0256,2978.5771,2912.2593,,,
1.3754,0.48229,1.161,-0.69075,1.2065,,45.8897,-31.1273,3180.4258,3186.7285,3188.9672,3183.574,3096.1034,2982.8827,2916.0176,,,
-0.25751,1.1143,0.81276,-0.4845,2.5874,,37.5884,-27.1979,3182.8772,3186.9197,3188.8188,3183.9745,3099.6986,2986.9401,2919.6171,,,
1.4405,1.1793,1.3731,1.3451,2.7632,,46.7594,-18.0079,3199.8181,3195.4252,3194.4289,3188.7103,3104.9536,2991.8264,2923.7771,,,
-0.037109,1.4029,1.6295,1.5277,2.2487,,47.3275,-11.9756,3210.7121,3202.1661,3199.1878,3192.8807,3109.9554,2996.5923,2927.8662,,,
0.53921,0.5019,3.0857,1.3522,2.4849,,55.4962,-5.8336,3223.7847,3210.8504,3205.5306,3198.314,3115.4446,3001.6088,2932.1319,,,
0.0021539,0.54138,1.6893,2.8699,3.8491,,58.54,-2.1472,3232.5231,3217.9685,3211.0893,3203.2365,3120.7213,3006.5275,2936.3421,,,
-0.24985,-0.2477,1.6971,2.5237,3.0801,,59.4974,-1.2336,3235.6421,3222.3161,3214.9381,3206.9168,3125.4726,3011.1879,2940.389,,,
0.186,-0.064308,0.43943,1.8186,2.6647,,61.9438,-0.29703,3239.7314,3226.9695,3219.0596,3210.8209,3130.2741,3015.8755,2944.4621,,,
-0.16965,0.01604,0.30626,1.9408,0.88081,,57.1394,-0.86738,3240.6209,3229.7751,3221.9771,3213.8285,3134.6711,3020.3611,2948.4083,,,
0.22638,0.056344,-0.0058463,3.0796,2.0272,,71.4211,-0.71024,3243.6606,3233.405,3225.4475,3217.2486,3139.1837,3024.9033,2952.3994,,,
-0.30526,-0.079571,-0.31323,1.3708,-1.4009,,67.8139,-2.3067,3242.3804,3234.5714,3227.2441,3219.3983,3143.1302,3029.1591,2956.2063,,,
-0.65096,-0.95423,-0.71409,0.9709,-2.358,,56.8166,-6.3391,3234.4969,3231.6911,3226.1798,3219.3346,3146.0949,3032.9129,2959.6835,,,
-0.54276,-1.1902,-1.4363,-1.0032,-2.4399,,54.6857,-11.2104,3223.418,3226.1582,3223.0648,3217.6132,3148.2582,3036.2465,2962.8832,,,
-0.32206,-0.86307,-1.5868,-1.2854,-2.1205,,59.4802,-15.4127,3212.5953,3219.7567,3219.0505,3215.0739,3149.9324,3039.31,2965.9039,,,
0.53432,0.21054,-1.2844,-1.2902,-0.94699,,53.4123,-15.4481,3211.0635,3217.6191,3217.6692,3214.4002,3152.2096,3042.6504,2969.1105,,,
0.73223,1.2705,-0.25711,-0.56954,0.28676,,61.4454,-12.0129,3217.8724,3220.1411,3219.3968,3216.0278,3155.3186,3046.3898,2972.5857,,,
-0.68482,0.042394,-0.29111,-1.0031,-0.31248,,42.7196,-12.3776,3215.0349,3218.1809,3218.1422,3215.3927,3157.4379,3049.6169,2975.7218,,,
0.68643,-0.0030945,0.94119,-0.50863,-0.64415,,49.7048,-9.4405,3220.4866,3220.5826,3219.7982,3216.9163,3160.338,3053.2164,2979.1081,,,
-0.094696,0.59108,1.1714,-0.43394,-0.77241,,43.7795,-7.7686,3223.1011,3221.9912,3220.8646,3218.0033,3163.0043,3056.684,2982.4091,,,
-0.17718,-0.27171,0.45542,-0.83484,-0.80004,,42.3607,-7.2992,3222.9374,3222.1037,3221.0828,3218.442,3165.3418,3059.9696,2985.5905,,,
0.78663,0.60805,0.50967,0.25125,0.92349,,51.5471,-3.6258,3231.2783,3226.8048,3224.4425,3221.2533,3168.5817,3063.6922,2989.0656,,,
0.53942,1.3303,1.7486,1.4524,1.9411,,54.2238,0.87205,3242.6788,3233.8367,3229.5721,3225.4653,3172.3816,3067.688,2992.7268,,,
0.12157,0.66165,1.1778,2.1301,2.4655,,56.5512,3.9195,3251.6026,3240.3118,3234.5569,3229.6544,3176.1883,3071.6833,2996.392,,,
2.0783,2.2024,3.3785,4.5895,4.8224,,66.412,14.0552,3280.2017,3257.9642,3247.4123,3239.9159,3182.5103,3076.945,3000.9086,,,
2.0228,4.1432,5.6569,6.1381,6.1854,,75.4258,28.0142,3321.7711,3284.6816,3267.0995,3255.6296,3191.2318,3083.4394,3006.2596,,,
-0.29722,1.7196,4.5207,5.0534,7.4528,,78.0636,33.6657,3346.1108,3304.7013,3283.0608,3268.883,3199.2145,3089.6047,3011.4057,,,
-0.5479,-0.84349,3.3903,5.1982,6.7712,,77.7834,32.6548,3356.1372,3317.6993,3294.7019,3279.1027,3206.1547,3095.2797,3016.2373,,,
0.11255,-0.43596,3.381,4.5986,5.9591,,80.6584,30.3056,3364.0881,3329.0249,3305.363,3288.711,3212.9718,3100.9175,3021.0552,,,
-0.14882,-0.036432,1.1254,4.542,6.1085,,78.176,26.0448,3367.7121,3337.3767,3314.0626,3296.9252,3219.3243,3106.3441,3025.7427,,,
-0.81838,-0.96598,-1.6908,3.8705,6.1754,,69.282,17.8664,3360.9214,3339.1882,3318.2223,3301.7266,3224.3445,3111.1163,3030.0023,,,
-0.4281,-1.243,-1.8198,2.6186,4.2866,,71.1288,9.3168,3351.6176,3338.0649,3320.0707,3304.706,3228.6059,3115.5102,3034.0156,,,
0.50735,0.077076,-0.7781,2.5858,5.0863,,70.6146,4.9489,3351.0517,3340.2204,3323.8019,3309.0121,3233.3633,3120.152,3038.1998,,,
-0.020598,0.48665,-0.91006,2.4402,3.5727,,71.2016,1.1733,3350.4445,3341.8585,3326.9804,3312.8423,3237.9071,3124.6882,3042.3194,,,
0.5037,0.483,-0.26252,0.85995,4.133,,74.2161,0.20545,3355.663,3346.266,3331.8704,3317.9145,3242.9343,3129.4686,3046.6079,,,
0.55821,1.0647,1.1218,-0.58797,4.1527,,73.6323,1.2928,3365.4053,3353.2886,3338.4978,3324.2931,3248.5012,3134.5265,3051.0884,,,
0.19469,0.75399,1.7543,-0.097502,4.3532,,72.5985,2.0511,3374.0969,3360.2325,3345.1206,3330.6919,3254.1082,3139.6147,3055.5969,,,
-0.85656,-0.66354,0.37344,-0.40756,3.7185,,65.2998,-1.99,3370.2079,3360.632,3347.2843,3333.7145,3258.3561,3144.0269,3059.661,,,
0.61533,-0.2465,1.0119,0.092604,4.163,,58.9088,-2.4745,3374.5119,3364.7207,3351.7637,3338.4198,3263.2488,3148.7614,3063.9452,,,
1.0313,1.653,1.5421,1.2756,5.416,,52.9244,1.1138,3389.0113,3374.4097,3360.0445,3345.9998,3269.3179,3154.093,3068.6348,,,
0.85371,1.8938,1.8405,2.983,6.0759,,60.7801,6.3354,3408.4042,3387.6425,3370.9377,3355.637,3276.2932,3159.8969,3073.6488,,,
0.58714,1.4459,2.2394,4.033,7.0254,,68.6448,11.1514,3428.0795,3402.1493,3382.9992,3366.284,3283.7888,3165.9867,3078.8644,,,
-0.9148,-0.33302,2.1794,2.561,6.7412,,60.2201,8.8034,3430.623,3408.2512,3389.5881,3372.896,3289.7465,3171.3278,3083.5908,,,
0.13098,-0.78502,1.6875,2.7164,7.4642,,61.9914,6.6912,3433.8187,3414.0619,3395.9158,3379.3068,3295.647,3176.6522,3088.3143,,,
0.41829,0.54981,1.0705,2.6292,8.2624,,70.7194,6.0845,3440.7458,3421.4325,3403.2513,3386.4776,3301.8805,3182.1561,3093.1657,,,
0.77057,1.1921,0.98718,2.8459,8.5168,,77.3319,8.0004,3454.2372,3432.3029,3412.9974,3395.5007,3308.9134,3188.0781,3098.3055,,,
-1.2223,-0.46112,-0.82943,1.3914,6.4113,,64.9527,2.5501,3449.0481,3433.4606,3416.2065,3399.612,3314.0019,3193.0403,3102.8137,,,
-0.83724,-2.0493,-0.75181,1.4112,6.248,,59.3345,-5.4809,3435.9921,3429.1732,3415.4157,3400.5899,3317.7618,3197.3342,3106.8808,,,
0.81792,-0.026173,-0.070926,1.6154,6.3867,,60.6687,-7.4616,3436.5847,3430.7363,3418.21,3404.1309,3322.468,3202.0953,3111.2634,,,
-0.067486,0.74988,-0.55433,0.51024,6.4157,,57.9143,-9.3852,3436.2065,3431.5933,3420.365,3407.1137,3326.8987,3206.7162,3115.5573,,,
